id,pokedex_number,name,legendary_id,type1_id,type2_id,ability1_id,ability2_id,hidden_ability,health,attack,defense,special_attack,special_defense,speed,region_id,catch_rate,growth_type_id,male_percent,game_id,egg_group1_id,egg_group2_id
427,299,nosepass,1,15,52,46,45,69,30,45,135,45,90,30,7,255,2,50,8,6,52
428,300,skitty,1,8,52,50,140,66,50,45,45,35,35,50,7,255,4,25,8,4,9
429,301,delcatty,1,8,52,50,140,66,70,65,65,55,55,90,7,60,4,25,8,4,9
430,302,sableye,1,14,17,71,141,125,50,75,75,65,65,50,7,45,1,50,8,3,52
431,303,mawile,1,7,11,104,24,22,50,85,85,55,55,50,7,45,4,50,8,4,9
432,304,aron,1,7,15,46,86,142,50,70,100,40,40,30,7,180,3,50,8,1,52
433,305,lairon,1,7,15,46,86,142,60,90,140,50,50,40,7,90,3,50,8,1,52
434,306,aggron,1,7,15,46,86,142,70,110,180,60,60,50,7,45,3,50,8,1,52
435,307,meditite,1,9,10,143,2,127,30,40,55,40,55,60,7,180,2,50,8,3,52
436,308,medicham,1,9,10,143,2,127,60,60,75,60,75,80,7,90,2,50,8,3,52
437,309,electrike,1,4,52,13,75,18,40,45,40,65,40,65,7,120,3,50,8,4,52
438,310,manectric,1,4,52,13,75,18,70,75,60,105,60,105,7,45,3,50,8,4,52
439,311,plusle,1,4,52,16,2,75,60,50,40,85,75,95,7,200,2,50,8,9,52
440,312,minun,1,4,52,18,2,111,60,40,50,75,85,95,7,200,2,50,8,9,52
441,313,volbeat,1,6,52,99,30,125,65,73,75,47,85,85,7,150,6,100,8,5,3
442,314,illumise,1,6,52,90,28,125,65,47,75,73,85,85,7,150,5,0,8,5,3
443,315,roselia,1,1,5,92,19,94,50,60,45,100,80,65,7,150,1,50,8,9,11
444,316,gulpin,1,5,52,144,145,74,70,43,53,43,53,40,7,225,5,50,8,12,52
445,317,swalot,1,5,52,144,145,74,100,73,83,73,83,55,7,75,5,50,8,12,52
446,318,carvanha,1,3,14,146,2,124,45,90,20,65,20,65,7,225,3,50,8,13,52
447,319,sharpedo,1,3,14,146,2,124,70,120,40,95,40,95,7,60,3,50,8,13,52
448,320,wailmer,1,3,52,98,90,42,130,70,35,70,35,60,7,125,5,50,8,4,13
449,321,wailord,1,3,52,98,90,42,170,90,45,90,45,60,7,60,5,50,8,4,13
450,322,numel,1,2,13,90,147,89,60,60,40,65,45,35,7,255,2,50,8,4,52
451,323,camerupt,1,2,13,133,148,107,70,100,70,105,75,40,7,150,2,50,8,4,52
452,324,torkoal,1,2,52,149,8,109,70,85,140,85,70,20,7,90,2,50,8,4,52
453,325,spoink,1,10,52,4,89,74,60,25,35,70,80,60,7,255,4,50,8,4,52
454,326,grumpig,1,10,52,4,89,74,80,45,65,90,110,80,7,60,4,50,8,4,52
455,327,spinda,1,8,52,89,72,130,60,60,60,60,60,60,7,255,4,50,8,4,3
456,328,trapinch,1,13,52,104,68,22,45,100,45,45,45,10,7,255,1,50,8,5,15
457,329,vibrava,1,13,16,91,2,2,50,70,50,50,50,70,7,120,1,50,8,5,15
458,330,flygon,1,13,16,91,2,2,80,100,80,80,80,100,7,45,1,50,8,5,15
459,331,cacnea,1,1,52,67,2,108,50,85,40,85,40,35,7,190,1,50,8,11,3
460,332,cacturne,1,1,14,67,2,108,70,115,60,115,60,55,7,60,1,50,8,11,3
461,333,swablu,1,8,18,92,2,83,45,40,60,40,75,50,7,255,6,50,8,10,15
462,334,altaria,1,16,18,92,2,83,75,70,90,70,105,80,7,45,6,50,8,10,15
463,335,zangoose,1,8,52,116,2,150,73,115,60,60,60,90,7,90,6,50,8,4,52
464,336,seviper,1,5,52,26,2,60,73,100,60,100,60,65,7,90,5,50,8,4,15
465,337,lunatone,1,15,10,91,2,2,90,55,65,95,85,70,7,45,4,0,8,6,52
466,338,solrock,1,15,10,91,2,2,90,95,85,55,65,70,7,45,4,0,8,6,52
467,339,barboach,1,3,13,90,110,37,50,48,43,46,41,60,7,190,2,50,8,13,52
468,340,whiscash,1,3,13,90,110,37,110,78,73,76,71,60,7,75,2,50,8,13,52
469,341,corphish,1,3,52,104,109,32,43,80,65,50,35,35,7,205,5,50,8,8,14
470,342,crawdaunt,1,3,14,104,109,32,63,120,85,90,55,55,7,155,5,50,8,8,14
471,343,baltoy,1,13,10,91,2,2,40,40,55,40,70,55,7,255,2,0,8,6,52
472,344,claydol,1,13,10,91,2,2,60,70,105,70,120,75,7,90,2,0,8,6,52
473,345,lileep,1,15,1,135,2,151,66,41,77,61,87,23,7,45,6,87.5,8,14,52
474,346,cradily,1,15,1,135,2,151,86,81,97,81,107,43,7,45,6,87.5,8,14,52
475,347,anorith,1,15,6,80,2,84,45,95,50,40,50,75,7,45,6,87.5,8,14,52
476,348,armaldo,1,15,6,80,2,84,75,125,100,70,80,45,7,45,6,87.5,8,14,52
477,349,feebas,1,3,52,84,90,32,20,15,20,10,55,80,7,255,6,50,8,8,15
478,350,milotic,1,3,52,117,58,50,95,60,79,100,125,81,7,60,6,50,8,8,15
479,351,castform,1,8,52,152,2,2,70,70,70,70,70,70,7,45,2,50,8,9,12
480,352,kecleon,1,8,52,153,2,154,60,90,70,60,120,40,7,200,1,50,8,4,52
481,353,shuppet,1,17,52,44,59,155,44,75,35,63,33,45,7,225,4,50,8,12,52
482,354,banette,1,17,52,44,59,155,64,115,65,83,63,65,7,45,4,50,8,12,52
483,355,duskull,1,17,52,91,2,59,20,40,90,30,90,25,7,190,4,50,8,12,52
484,356,dusclops,1,17,52,42,2,59,40,70,130,60,130,25,7,90,4,50,8,12,52
485,357,tropius,1,1,18,3,6,85,99,68,83,72,87,51,7,200,3,50,8,1,11
486,358,chimecho,1,10,52,91,2,2,75,50,80,95,90,65,7,45,4,50,8,12,52
487,359,absol,1,14,52,42,119,156,65,130,60,75,60,75,7,30,1,50,8,4,52
488,360,wynaut,1,10,52,126,2,127,95,23,48,23,48,23,7,125,2,50,8,2,52
489,361,snorunt,1,12,52,38,157,134,50,50,50,50,50,50,7,190,2,50,8,9,6
490,362,glalie,1,12,52,38,157,134,80,80,80,80,80,80,7,75,2,50,8,9,6
491,363,spheal,1,12,3,4,157,90,70,40,50,55,50,25,7,255,1,50,8,8,4
492,364,sealeo,1,12,3,4,157,90,90,60,70,75,70,45,7,120,1,50,8,8,4
493,365,walrein,1,12,3,4,157,90,110,80,90,95,90,65,7,45,1,50,8,8,4
494,366,clamperl,1,3,52,109,2,12,35,64,85,74,55,32,7,255,6,50,8,8,52
495,367,huntail,1,3,52,84,2,98,55,104,105,94,75,52,7,60,6,50,8,8,52
496,368,gorebyss,1,3,52,84,2,37,55,84,105,114,75,52,7,60,6,50,8,8,52
497,369,relicanth,1,3,15,84,86,46,100,90,130,45,65,55,7,25,3,87.5,8,8,13
498,370,luvdisc,1,3,52,84,2,37,43,30,55,40,65,97,7,225,4,25,8,13,52
499,371,bagon,1,16,52,86,2,22,45,75,60,40,30,50,7,45,3,50,8,15,52
500,372,shelgon,1,16,52,86,2,128,65,95,100,60,50,50,7,45,3,50,8,15,52
501,373,salamence,1,16,18,24,2,106,95,135,80,110,80,100,7,45,3,50,8,15,52
502,374,beldum,1,7,10,158,2,129,40,55,80,35,60,30,7,3,3,100,8,6,52
503,375,metang,1,7,10,158,2,129,60,75,100,55,80,50,7,3,3,100,8,6,52
504,376,metagross,1,7,10,158,2,129,80,135,130,95,90,70,7,3,3,100,8,6,52
505,377,regirock,3,15,52,158,2,46,80,100,200,50,100,50,7,3,3,0,8,2,52
506,378,regice,3,12,52,158,2,157,80,50,100,100,200,50,7,3,3,0,8,2,52
507,379,registeel,3,7,52,158,2,129,80,75,150,75,150,50,7,3,3,0,8,2,52
508,380,latias,3,16,10,91,2,2,80,80,90,110,130,110,7,3,3,0,8,2,52
509,381,latios,3,16,10,91,2,2,80,90,80,130,110,110,7,3,3,100,8,2,52
510,382,kyogre,4,3,52,122,2,2,100,100,90,150,140,90,7,3,3,0,8,2,52
511,383,groudon,4,13,52,8,2,2,100,150,140,100,90,90,7,3,3,0,8,2,52
512,384,rayquaza,4,16,18,159,2,2,105,150,90,150,90,95,7,45,3,0,8,2,52
513,385,jirachi,2,7,10,93,2,2,100,100,100,100,100,100,7,3,3,0,8,2,52
514,386,deoxys,2,10,52,42,2,2,50,150,50,150,50,150,7,3,3,0,8,2,52
591,387,turtwig,1,1,52,1,2,109,55,68,64,45,55,31,4,45,1,87.5,4,1,11
592,388,grotle,1,1,52,1,2,109,75,89,85,55,65,36,4,45,1,87.5,4,1,11
593,389,torterra,1,1,13,1,2,109,95,109,105,75,85,56,4,45,1,87.5,4,1,11
594,393,piplup,1,3,52,9,2,160,53,51,53,61,56,40,4,45,1,87.5,4,8,4
595,394,prinplup,1,3,52,9,2,160,64,66,68,81,76,50,4,45,1,87.5,4,8,4
596,395,empoleon,1,3,7,9,2,160,84,86,88,111,101,60,4,45,1,87.5,4,8,4
597,396,starly,1,8,18,71,2,87,40,55,30,30,30,60,4,255,1,50,4,10,52
598,397,staravia,1,8,18,24,2,87,55,75,50,40,40,80,4,120,1,50,4,10,52
599,398,staraptor,1,8,18,24,2,87,85,120,70,50,60,100,4,45,1,50,4,10,52
600,399,bidoof,1,8,52,147,54,134,59,45,40,35,40,31,4,255,2,50,4,8,4
601,400,bibarel,1,8,3,147,54,134,79,85,60,55,60,71,4,127,2,50,4,8,4
602,401,kricketot,1,6,52,26,2,36,37,25,41,25,41,25,4,255,1,50,4,5,52
603,402,kricketune,1,6,52,30,2,17,77,85,51,55,51,65,4,45,1,50,4,5,52
604,406,budew,1,1,5,92,19,94,40,30,35,50,70,55,4,255,1,50,4,2,52
605,407,roserade,1,1,5,92,19,17,60,70,65,125,105,90,4,75,1,50,4,9,11
606,408,cranidos,1,15,52,105,2,22,67,125,40,30,30,58,4,45,6,87.5,4,1,52
607,409,rampardos,1,15,52,105,2,22,97,165,60,65,50,58,4,45,6,87.5,4,1,52
608,410,shieldon,1,15,7,46,2,48,30,42,118,42,88,30,4,45,6,87.5,4,1,52
609,411,bastiodon,1,15,7,46,2,48,60,52,168,47,138,30,4,45,6,87.5,4,1,52
610,412,burmy,1,6,52,26,2,128,40,29,45,29,45,36,4,120,2,50,4,5,52
611,413,wormadam,1,6,1,110,2,128,60,59,85,79,105,36,4,45,2,0,4,5,52
612,414,mothim,1,6,18,30,2,28,70,94,50,94,50,66,4,45,2,100,4,5,52
613,415,combee,1,6,18,132,2,21,30,30,42,30,42,70,4,120,1,87.5,4,5,52
614,416,vespiquen,1,6,18,42,2,40,70,80,102,80,102,40,4,45,1,0,4,5,52
615,417,pachirisu,1,4,52,36,79,111,60,45,70,45,90,95,4,200,2,50,4,4,9
616,418,buizel,1,3,52,84,2,98,55,65,35,60,30,85,4,190,2,50,4,8,4
617,419,floatzel,1,3,52,84,2,98,85,105,55,85,50,115,4,75,2,50,4,8,4
618,420,cherubi,1,1,52,3,2,2,45,35,45,62,53,35,4,190,2,50,4,9,11
619,421,cherrim,1,1,52,161,2,2,70,60,70,87,78,85,4,75,2,50,4,9,11
620,422,shellos,1,3,52,145,151,69,76,48,48,57,62,34,4,190,2,50,4,8,12
621,423,gastrodon,1,3,13,145,151,69,111,83,68,92,82,39,4,75,2,50,4,8,12
622,424,ambipom,1,8,52,17,79,123,75,100,66,60,66,115,4,45,4,50,4,4,52
623,425,drifloon,1,17,18,49,88,162,90,50,34,60,44,70,4,125,5,50,4,12,52
624,426,drifblim,1,17,18,49,88,162,150,80,44,90,54,80,4,60,5,50,4,12,52
625,427,buneary,1,8,52,36,14,33,55,66,44,44,56,85,4,190,2,50,4,4,3
626,428,lopunny,1,8,52,50,14,33,65,76,84,54,96,105,4,60,2,50,4,4,3
627,429,mismagius,1,17,52,91,2,2,60,60,60,105,105,105,4,45,4,50,4,12,52
628,430,honchkrow,1,14,18,44,119,106,100,125,52,105,52,71,4,30,1,50,4,10,52
629,431,glameow,1,8,52,33,89,71,49,55,42,42,37,85,4,190,4,25,4,4,52
630,432,purugly,1,8,52,4,89,160,71,82,64,64,59,112,4,75,4,25,4,4,52
631,433,chingling,1,10,52,91,2,2,45,30,50,65,50,45,4,120,4,50,4,2,52
632,434,stunky,1,5,14,61,49,71,63,63,47,41,41,74,4,225,2,50,4,4,52
633,435,skuntank,1,5,14,61,49,71,103,93,67,71,61,84,4,60,2,50,4,4,52
634,436,bronzor,1,7,10,91,163,142,57,24,86,24,86,23,4,255,2,0,4,6,52
635,437,bronzong,1,7,10,91,163,142,67,89,116,79,116,33,4,90,2,0,4,6,52
636,438,bonsly,1,15,52,46,86,12,50,80,95,10,45,10,4,255,2,50,4,2,52
637,439,mime jr.,1,10,11,48,100,17,20,25,45,70,90,60,4,145,2,50,4,2,52
638,440,happiny,1,8,52,92,93,52,100,5,5,15,65,30,4,130,4,0,4,2,52
639,441,chatot,1,8,18,71,72,73,76,65,45,92,42,91,4,30,1,50,4,10,52
640,442,spiritomb,1,17,14,42,2,60,50,92,108,92,108,35,4,100,2,50,4,12,52
641,443,gible,1,16,13,67,2,146,58,70,45,40,45,42,4,45,3,50,4,1,15
642,444,gabite,1,16,13,67,2,146,68,90,65,50,55,82,4,45,3,50,4,1,15
643,445,garchomp,1,16,13,67,2,146,108,130,95,80,85,102,4,45,3,50,4,1,15
644,446,munchlax,1,8,52,79,4,74,135,85,40,40,85,5,4,50,3,87.5,4,2,52
645,447,riolu,1,9,52,43,38,125,40,70,40,35,40,60,4,75,1,87.5,4,2,52
646,448,lucario,1,9,7,43,38,156,70,110,70,115,70,90,4,45,1,87.5,4,4,3
647,449,hippopotas,1,13,52,136,2,69,68,72,78,38,42,32,4,140,3,50,4,4,52
648,450,hippowdon,1,13,52,136,2,69,108,112,118,68,72,47,4,60,3,50,4,4,52
649,451,skorupi,1,5,6,80,31,71,40,50,90,30,55,65,4,120,3,50,4,5,14
650,452,drapion,1,5,14,80,31,71,70,90,110,60,75,95,4,45,3,50,4,5,14
651,453,croagunk,1,5,9,110,64,164,48,61,40,61,40,50,4,140,2,50,4,3,52
652,454,toxicroak,1,5,9,110,64,164,83,106,65,86,65,85,4,75,2,50,4,3,52
653,455,carnivine,1,1,52,91,2,2,74,100,72,90,72,46,4,200,3,50,4,11,52
654,456,finneon,1,3,52,84,151,98,49,49,56,49,61,66,4,190,6,50,4,13,52
655,457,lumineon,1,3,52,84,151,98,69,69,76,69,86,91,4,75,6,50,4,13,52
656,458,mantyke,1,3,18,84,108,98,45,20,50,60,120,50,4,25,3,50,4,2,52
657,459,snover,1,1,12,57,2,48,60,62,50,62,60,40,4,120,3,50,4,1,11
658,460,abomasnow,1,1,12,57,2,48,90,92,75,92,85,60,4,60,3,50,4,1,11
683,461,weavile,1,14,12,42,2,131,70,120,65,45,85,125,4,45,1,50,4,4,52
684,462,magnezone,1,4,7,45,46,47,70,70,115,130,90,60,4,30,2,0,4,6,52
685,463,lickilicky,1,8,52,89,90,83,110,85,95,80,95,50,4,30,2,50,4,1,52
686,464,rhyperior,1,13,15,75,148,87,115,140,130,55,55,40,4,30,3,50,4,1,4
687,465,tangrowth,1,1,52,3,94,95,100,100,125,110,50,50,4,30,2,50,4,11,52
688,466,electivire,1,4,52,165,2,102,75,123,67,95,85,95,4,30,2,75,4,3,52
699,467,magmortar,1,2,52,103,2,102,75,95,67,125,95,83,4,30,2,75,4,3,52
713,468,togekiss,1,11,18,21,93,119,85,50,95,120,115,80,4,30,4,87.5,4,10,9
714,469,yanmega,1,6,18,124,28,59,86,76,86,116,56,95,4,30,2,50,4,5,52
715,470,leafeon,1,1,52,94,2,3,65,110,130,60,65,95,4,45,2,87.5,4,4,52
716,471,glaceon,1,12,52,56,2,157,65,60,110,130,95,65,4,45,2,87.5,4,4,52
717,472,gliscor,1,13,18,104,67,137,75,95,125,45,75,95,4,30,1,50,4,5,52
718,473,mamoswine,1,12,13,90,56,4,110,130,80,70,60,80,4,50,3,50,4,4,52
719,474,porygon-z,1,8,52,32,114,47,85,80,70,135,75,90,4,30,2,0,4,6,52
720,475,gallade,1,10,9,43,2,156,68,125,65,65,115,80,4,45,3,100,4,3,12
726,476,probopass,1,15,7,46,45,69,60,55,145,75,150,40,4,60,2,50,4,6,52
727,477,dusknoir,1,17,52,42,2,59,45,100,135,65,135,45,4,45,4,50,4,12,52
728,478,froslass,1,12,17,56,2,155,70,80,70,80,70,110,4,75,2,0,4,9,6
729,479,rotom,1,4,17,91,2,2,50,50,77,95,77,91,4,45,2,0,4,12,52
730,480,uxie,3,10,52,91,2,2,75,75,130,75,130,95,4,3,3,0,4,2,52
731,481,mesprit,3,10,52,91,2,2,80,105,105,105,105,80,4,3,3,0,4,2,52
732,482,azelf,3,10,52,91,2,2,75,125,70,125,70,115,4,3,3,0,4,2,52
733,483,dialga,4,7,16,42,2,127,100,120,120,150,100,90,4,3,3,0,4,2,52
734,484,palkia,4,3,16,42,2,127,90,120,100,150,120,100,4,3,3,0,4,2,52
735,485,heatran,3,2,7,55,2,103,91,90,106,130,106,77,4,3,3,50,4,2,52
736,486,regigigas,3,8,52,166,2,2,110,160,110,80,110,100,4,3,3,0,4,2,52
737,487,giratina,4,17,16,42,2,127,150,100,120,100,120,90,4,3,3,0,4,2,52
738,488,cresselia,3,10,52,91,2,2,120,70,120,75,130,85,4,3,3,0,4,2,52
739,491,darkrai,2,14,52,167,2,2,70,90,90,135,90,125,4,3,3,0,4,2,52
740,492,shaymin,2,1,52,92,2,2,100,100,100,100,100,100,4,45,1,0,4,2,52
741,493,arceus,2,8,52,168,2,2,120,120,120,120,120,120,4,3,3,0,4,2,52
742,494,victini,2,10,2,169,2,2,100,100,100,100,100,100,8,3,3,0,9,2,52
743,765,oranguru,1,8,10,38,127,170,90,60,80,90,110,60,6,45,3,50,7,4,52
829,495,snivy,1,1,52,1,2,130,45,45,55,45,55,63,8,45,1,87.5,9,4,11
830,496,servine,1,1,52,1,2,130,60,60,75,60,75,83,8,45,1,87.5,9,4,11
831,497,serperior,1,1,52,1,2,130,75,75,95,75,95,113,8,45,1,87.5,9,4,11
832,498,tepig,1,2,52,5,2,4,65,63,45,45,45,45,8,45,1,87.5,9,4,52
833,499,pignite,1,2,9,5,2,4,90,93,55,70,55,55,8,45,1,87.5,9,4,52
834,500,emboar,1,2,9,5,2,87,110,123,65,100,65,65,8,45,1,87.5,9,4,52
835,501,oshawott,1,3,52,9,2,109,55,55,45,63,45,45,8,45,1,87.5,9,4,52
836,502,dewott,1,3,52,9,2,109,75,75,60,83,60,60,8,45,1,87.5,9,4,52
837,503,samurott,1,3,52,9,2,109,95,100,85,108,70,70,8,45,1,87.5,9,4,52
838,504,patrat,1,8,52,36,71,47,45,55,39,35,39,42,8,255,2,50,9,4,52
839,505,watchog,1,8,52,99,71,47,60,85,69,60,69,77,8,255,2,50,9,4,52
840,506,lillipup,1,8,52,102,79,36,45,60,45,25,45,55,8,255,1,50,9,4,52
841,507,herdier,1,8,52,24,77,97,65,80,65,35,65,60,8,120,1,50,9,4,52
842,508,stoutland,1,8,52,24,77,97,85,110,90,45,90,80,8,45,1,50,9,4,52
843,509,purrloin,1,14,52,33,88,125,41,50,37,50,37,66,8,255,2,50,9,4,52
844,510,liepard,1,14,52,33,88,125,64,88,50,88,50,106,8,90,2,50,9,4,52
845,511,pansage,1,1,52,74,2,1,50,53,48,53,48,64,8,190,2,87.5,9,4,52
846,512,simisage,1,1,52,74,2,1,75,98,63,98,63,101,8,75,2,87.5,9,4,52
847,513,pansear,1,2,52,74,2,5,50,53,48,53,48,64,8,190,2,87.5,9,4,52
848,514,simisear,1,2,52,74,2,5,75,98,63,98,63,101,8,75,2,87.5,9,4,52
849,515,panpour,1,3,52,74,2,9,50,53,48,53,48,64,8,190,2,87.5,9,4,52
850,516,simipour,1,3,52,74,2,9,75,98,63,98,63,101,8,75,2,87.5,9,4,52
851,517,munna,1,10,52,101,41,127,76,25,45,67,55,24,8,190,4,50,9,4,52
852,518,musharna,1,10,52,101,41,127,116,55,85,107,95,29,8,75,4,50,9,4,52
853,519,pidove,1,8,18,73,119,20,50,55,50,36,30,43,8,255,1,50,9,10,52
854,520,tranquill,1,8,18,73,119,20,62,77,62,50,42,65,8,120,1,50,9,10,52
855,521,unfezant,1,8,18,73,119,20,80,115,80,65,55,93,8,45,1,50,9,10,52
856,522,blitzle,1,4,52,75,165,121,45,60,32,50,32,76,8,190,2,50,9,4,52
857,523,zebstrika,1,4,52,75,165,121,75,100,63,80,63,116,8,75,2,50,9,4,52
858,524,roggenrola,1,15,52,46,115,69,55,75,85,25,25,15,8,255,1,50,9,6,52
859,525,boldore,1,15,52,46,115,69,70,105,105,50,40,20,8,120,1,50,9,6,52
860,526,gigalith,1,15,52,46,136,69,85,135,130,60,80,25,8,45,1,50,9,6,52
861,527,woobat,1,10,18,54,14,147,65,45,43,55,43,72,8,190,2,50,9,4,10
862,528,swoobat,1,10,18,54,14,147,67,57,55,77,55,114,8,45,2,50,9,4,10
863,529,drilbur,1,13,52,77,69,105,60,85,40,30,45,68,8,120,2,50,9,4,52
864,530,excadrill,1,13,7,77,69,105,110,135,60,50,65,88,8,60,2,50,9,4,52
865,531,audino,1,8,52,63,95,14,103,60,86,60,86,50,8,255,4,50,9,9,52
866,532,timburr,1,9,52,25,22,23,75,80,55,25,35,35,8,180,1,75,9,3,52
867,533,gurdurr,1,9,52,25,22,23,85,105,85,40,50,40,8,90,1,75,9,3,52
868,534,conkeldurr,1,9,52,25,22,23,105,140,95,55,65,45,8,45,1,75,9,3,52
869,535,tympole,1,3,52,84,37,108,50,50,40,50,40,64,8,255,1,50,9,8,52
870,536,palpitoad,1,3,13,84,37,108,75,65,55,65,55,69,8,120,1,50,9,8,52
871,537,seismitoad,1,3,13,84,164,108,105,95,75,85,75,74,8,45,1,50,9,8,52
872,538,throh,1,9,52,25,38,105,120,100,85,30,85,45,8,45,2,100,9,3,52
873,539,sawk,1,9,52,46,38,105,75,125,75,30,75,85,8,45,2,100,9,3,52
874,540,sewaddle,1,6,1,30,3,128,45,53,70,40,60,42,8,255,1,50,9,5,52
875,541,swadloon,1,6,1,94,3,128,55,63,90,50,80,42,8,120,1,50,9,5,52
876,542,leavanny,1,6,1,30,3,128,75,103,80,70,80,92,8,45,1,50,9,5,52
877,543,venipede,1,6,5,19,30,124,30,45,59,30,39,57,8,255,1,50,9,5,52
878,544,whirlipede,1,6,5,19,30,124,40,55,99,40,79,47,8,120,1,50,9,5,52
879,545,scolipede,1,6,5,19,30,124,60,100,89,55,69,112,8,45,1,50,9,5,52
880,546,cottonee,1,1,11,125,60,3,40,27,60,37,50,66,8,190,2,50,9,11,9
881,547,whimsicott,1,1,11,125,60,3,60,67,85,77,75,116,8,75,2,50,9,11,9
882,548,petilil,1,1,52,3,89,94,45,35,50,70,50,30,8,190,2,0,9,11,52
883,549,lilligant,1,1,52,3,89,94,70,60,75,110,75,90,8,75,2,0,9,11,52
884,55,golduck,1,3,52,65,83,84,80,82,78,80,0,85,1,75,2,50,1,8,4
885,550,basculin,1,3,52,87,32,105,70,92,65,80,55,98,8,25,2,50,9,13,52
886,551,sandile,1,13,14,24,106,107,50,72,35,35,35,65,8,180,1,50,9,4,52
887,552,krokorok,1,13,14,24,106,107,60,82,45,45,45,74,8,90,1,50,9,4,52
888,553,krookodile,1,13,14,24,106,107,95,117,80,65,70,92,8,45,1,50,9,4,52
889,554,darumaka,1,2,52,21,2,38,70,90,45,15,45,50,8,120,1,50,9,4,52
890,555,darmanitan,1,2,52,22,2,171,105,140,55,30,55,95,8,60,1,50,9,4,52
891,556,maractus,1,1,52,108,3,151,75,86,67,106,67,60,8,255,2,50,9,11,52
892,557,dwebble,1,6,15,46,109,115,50,65,85,35,35,55,8,190,2,50,9,5,6
893,558,crustle,1,6,15,46,109,115,70,105,125,65,75,45,8,75,2,50,9,5,6
894,559,scraggy,1,14,9,26,106,24,50,75,70,35,70,48,8,180,2,50,9,4,15
895,56,mankey,1,9,52,102,107,160,40,80,35,35,0,70,1,190,2,50,1,4,52
914,560,scrafty,1,14,9,26,106,24,65,90,115,45,115,58,8,90,2,50,9,4,15
915,561,sigilyph,1,10,18,66,53,28,72,58,80,103,80,97,8,45,2,50,9,10,52
916,562,yamask,1,17,52,172,2,2,38,30,85,55,65,30,8,190,2,50,9,6,12
917,563,cofagrigus,1,17,52,172,2,2,58,50,145,95,105,30,8,90,2,50,9,6,12
918,564,tirtouga,1,3,15,148,46,84,54,78,103,53,45,22,8,45,2,87.5,9,8,14
919,565,carracosta,1,3,15,148,46,84,74,108,133,83,65,32,8,45,2,87.5,9,8,14
920,566,archen,1,15,18,173,2,2,55,112,45,74,45,70,8,45,2,87.5,9,10,14
921,567,archeops,1,15,18,173,2,2,75,140,65,112,65,110,8,45,2,87.5,9,10,14
922,568,trubbish,1,5,52,61,145,49,50,50,62,40,62,65,8,190,2,50,9,6,52
923,569,garbodor,1,5,52,61,115,49,80,95,82,60,82,75,8,60,2,50,9,6,52
924,57,primeape,1,9,52,102,107,160,65,105,60,60,0,95,1,75,2,50,1,4,52
939,570,zorua,1,14,52,174,2,2,40,65,40,80,40,65,8,75,1,87.5,9,4,52
940,571,zoroark,1,14,52,174,2,2,60,105,60,120,60,105,8,45,1,87.5,9,4,52
941,572,minccino,1,8,52,50,17,123,55,50,40,40,40,75,8,255,4,25,9,4,52
942,573,cinccino,1,8,52,50,17,123,75,95,60,65,60,115,8,60,4,25,9,4,52
943,574,gothita,1,10,52,59,58,126,45,30,50,55,65,45,8,200,1,25,9,3,52
944,575,gothorita,1,10,52,59,58,126,60,45,70,75,85,55,8,100,1,25,9,3,52
945,576,gothitelle,1,10,52,59,58,126,70,55,95,95,110,65,8,50,1,25,9,3,52
946,577,solosis,1,10,52,128,53,95,45,30,40,105,50,20,8,200,1,50,9,12,52
947,578,duosion,1,10,52,128,53,95,65,40,50,125,60,30,8,100,1,50,9,12,52
948,579,reuniclus,1,10,52,128,53,95,110,65,75,125,85,30,8,50,1,50,9,12,52
949,58,growlithe,1,2,52,24,55,156,55,70,45,50,0,60,1,190,3,75,1,4,52
950,580,ducklett,1,3,18,71,73,37,62,44,50,44,50,55,8,190,2,50,9,8,10
951,581,swanna,1,3,18,71,73,37,75,87,63,87,63,98,8,45,2,50,9,8,10
952,582,vanillite,1,12,52,157,56,115,36,50,50,65,60,44,8,255,3,50,9,6,52
953,583,vanillish,1,12,52,157,56,115,51,65,65,80,75,59,8,120,3,50,9,6,52
954,584,vanilluxe,1,12,52,157,57,115,71,95,85,110,95,79,8,45,3,50,9,6,52
955,585,deerling,1,8,1,3,121,93,60,60,50,40,50,75,8,190,2,50,9,4,52
956,586,sawsbuck,1,8,1,3,121,93,80,100,70,60,70,95,8,75,2,50,9,4,52
957,587,emolga,1,4,18,13,2,165,55,75,60,75,60,103,8,200,2,50,9,4,52
958,588,karrablast,1,6,52,30,26,29,50,75,45,40,45,60,8,200,2,50,9,5,52
959,589,escavalier,1,6,7,30,109,128,70,135,105,60,105,20,8,75,2,50,9,5,52
960,59,arcanine,1,2,52,24,55,156,90,110,80,80,0,95,1,75,3,75,1,4,52
961,590,foongus,1,1,5,62,2,95,69,55,45,55,55,15,8,190,2,50,9,11,52
962,591,amoonguss,1,1,5,62,2,95,114,85,70,85,80,30,8,75,2,50,9,11,52
963,592,frillish,1,3,17,108,155,65,55,40,50,65,85,40,8,190,2,50,9,12,52
964,593,jellicent,1,3,17,108,155,65,100,60,70,85,105,60,8,60,2,50,9,12,52
965,594,alomomola,1,3,52,63,37,95,165,75,80,40,45,65,8,75,4,50,9,8,13
966,595,joltik,1,6,4,27,40,30,50,47,50,57,50,65,8,190,2,50,9,5,52
967,596,galvantula,1,6,4,27,40,30,70,77,60,97,60,108,8,75,2,50,9,5,52
