https://www.kaggle.com/mrdew25/pokemon-database,,,,,,,,,,,,,,,,,,,,,,,,,,
Pokemon Id,Pokedex Number,Pokemon Name,Legendary Type,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Male Ratio,Female Ratio,Game(s) of Origin,Region of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Catch Rate,Experience Growth,Primary Egg Group,Secondary Egg Group
436,308,"""Medicham""",NULL,"""Fighting""","""Psychic""","""Pure Power""","""Using its pure power, the Pokémon doubles its Attack stat.""",NULL,NULL,"""Telepathy""","""Anticipates an ally's attack and dodges it.""",50,50,"""Ruby / Sapphire""","""Hoenn""",60,60,75,60,75,80,410,90,"""Medium Fast""","""Human-Like""",NULL
437,309,"""Electrike""",NULL,"""Electric""",NULL,"""Static""","""The Pokémon is charged with static electricity, so contact with it may cause paralysis.""","""Lightning Rod""","""The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.""","""Minus""","""Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.""",50,50,"""Ruby / Sapphire""","""Hoenn""",40,45,40,65,40,65,295,120,"""Slow""","""Field""",NULL
438,310,"""Manectric""",NULL,"""Electric""",NULL,"""Static""","""The Pokémon is charged with static electricity, so contact with it may cause paralysis.""","""Lightning Rod""","""The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.""","""Minus""","""Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.""",50,50,"""Ruby / Sapphire""","""Hoenn""",70,75,60,105,60,105,475,45,"""Slow""","""Field""",NULL
439,311,"""Plusle""",NULL,"""Electric""",NULL,"""Plus""","""Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.""",NULL,NULL,"""Lightning Rod""","""The Pokémon draws in all Electric-type moves. Instead of being hit by Electric-type moves, it boosts its Sp. Atk.""",50,50,"""Ruby / Sapphire""","""Hoenn""",60,50,40,85,75,95,405,200,"""Medium Fast""","""Fairy""",NULL
440,312,"""Minun""",NULL,"""Electric""",NULL,"""Minus""","""Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.""",NULL,NULL,"""Volt Absorb""","""Restores HP if hit by an Electric-type move instead of taking damage.""",50,50,"""Ruby / Sapphire""","""Hoenn""",60,40,50,75,85,95,405,200,"""Medium Fast""","""Fairy""",NULL
441,313,"""Volbeat""",NULL,"""Bug""",NULL,"""Illuminate""","""Raises the likelihood of meeting wild Pokémon by illuminating the surroundings.""","""Swarm""","""Powers up Bug-type moves when the Pokémon's HP is low.""","""Prankster""","""Gives priority to a status move.""",100,0,"""Ruby / Sapphire""","""Hoenn""",65,73,75,47,85,85,430,150,"""Erratic""","""Bug""","""Human-Like"""
442,314,"""Illumise""",NULL,"""Bug""",NULL,"""Oblivious""","""The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.""","""Tinted Lens""","""The Pokémon can use """"not very effective"""" moves to deal regular damage.""","""Prankster""","""Gives priority to a status move.""",0,100,"""Ruby / Sapphire""","""Hoenn""",65,47,75,73,85,85,430,150,"""Fluctuating""","""Bug""","""Human-Like"""
443,315,"""Roselia""",NULL,"""Grass""","""Poison""","""Natural Cure""","""All status conditions heal when the Pokémon switches out.""","""Poison Point""","""Contact with the Pokémon may poison the attacker.""","""Leaf Guard""","""Prevents status conditions in harsh sunlight.""",50,50,"""Ruby / Sapphire""","""Hoenn""",50,60,45,100,80,65,400,150,"""Medium Slow""","""Fairy""","""Grass"""
444,316,"""Gulpin""",NULL,"""Poison""",NULL,"""Liquid Ooze""","""The oozed liquid has a strong stench, which damages attackers using any draining move.""","""Sticky Hold""","""Items held by the Pokémon are stuck fast and cannot be removed by other Pokémon.""","""Gluttony""","""Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.""",50,50,"""Ruby / Sapphire""","""Hoenn""",70,43,53,43,53,40,302,225,"""Fluctuating""","""Amorphous""",NULL
445,317,"""Swalot""",NULL,"""Poison""",NULL,"""Liquid Ooze""","""The oozed liquid has a strong stench, which damages attackers using any draining move.""","""Sticky Hold""","""Items held by the Pokémon are stuck fast and cannot be removed by other Pokémon.""","""Gluttony""","""Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.""",50,50,"""Ruby / Sapphire""","""Hoenn""",100,73,83,73,83,55,467,75,"""Fluctuating""","""Amorphous""",NULL
446,318,"""Carvanha""",NULL,"""Water""","""Dark""","""Rough Skin""","""This Pokémon inflicts damage with its rough skin to the attacker on contact.""",NULL,NULL,"""Speed Boost""","""Its Speed stat is boosted every turn.""",50,50,"""Ruby / Sapphire""","""Hoenn""",45,90,20,65,20,65,305,225,"""Slow""","""Water 2""",NULL
447,319,"""Sharpedo""",NULL,"""Water""","""Dark""","""Rough Skin""","""This Pokémon inflicts damage with its rough skin to the attacker on contact.""",NULL,NULL,"""Speed Boost""","""Its Speed stat is boosted every turn.""",50,50,"""Ruby / Sapphire""","""Hoenn""",70,120,40,95,40,95,460,60,"""Slow""","""Water 2""",NULL
448,320,"""Wailmer""",NULL,"""Water""",NULL,"""Water Veil""","""The Pokémon is covered with a water veil, which prevents the Pokémon from getting a burn.""","""Oblivious""","""The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.""","""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",50,50,"""Ruby / Sapphire""","""Hoenn""",130,70,35,70,35,60,400,125,"""Fluctuating""","""Field""","""Water 2"""
449,321,"""Wailord""",NULL,"""Water""",NULL,"""Water Veil""","""The Pokémon is covered with a water veil, which prevents the Pokémon from getting a burn.""","""Oblivious""","""The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.""","""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",50,50,"""Ruby / Sapphire""","""Hoenn""",170,90,45,90,45,60,500,60,"""Fluctuating""","""Field""","""Water 2"""
450,322,"""Numel""",NULL,"""Fire""","""Ground""","""Oblivious""","""The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.""","""Simple""","""The stat changes the Pokémon receives are doubled.""","""Own Tempo""","""This Pokémon has its own tempo, and that prevents it from becoming confused.""",50,50,"""Ruby / Sapphire""","""Hoenn""",60,60,40,65,45,35,305,255,"""Medium Fast""","""Field""",NULL
451,323,"""Camerupt""",NULL,"""Fire""","""Ground""","""Magma Armor""","""The Pokémon is covered with hot magma, which prevents the Pokémon from becoming frozen.""","""Solid Rock""","""Reduces the power of supereffective attacks taken.""","""Anger Point""","""The Pokémon is angered when it takes a critical hit, and that maxes its Attack stat.""",50,50,"""Ruby / Sapphire""","""Hoenn""",70,100,70,105,75,40,460,150,"""Medium Fast""","""Field""",NULL
452,324,"""Torkoal""",NULL,"""Fire""",NULL,"""White Smoke""","""The Pokémon is protected by its white smoke, which prevents other Pokémon from lowering its stats.""","""Drought""","""Turns the sunlight harsh when the Pokémon enters a battle.""","""Shell Armor""","""A hard shell protects the Pokémon from critical hits.""",50,50,"""Ruby / Sapphire""","""Hoenn""",70,85,140,85,70,20,470,90,"""Medium Fast""","""Field""",NULL
453,325,"""Spoink""",NULL,"""Psychic""",NULL,"""Thick Fat""","""The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ""","""Own Tempo""","""This Pokémon has its own tempo, and that prevents it from becoming confused.""","""Gluttony""","""Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.""",50,50,"""Ruby / Sapphire""","""Hoenn""",60,25,35,70,80,60,330,255,"""Fast""","""Field""",NULL
454,326,"""Grumpig""",NULL,"""Psychic""",NULL,"""Thick Fat""","""The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ""","""Own Tempo""","""This Pokémon has its own tempo, and that prevents it from becoming confused.""","""Gluttony""","""Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.""",50,50,"""Ruby / Sapphire""","""Hoenn""",80,45,65,90,110,80,470,60,"""Fast""","""Field""",NULL
455,327,"""Spinda""",NULL,"""Normal""",NULL,"""Own Tempo""","""This Pokémon has its own tempo, and that prevents it from becoming confused.""","""Tangled Feet""","""Raises evasiveness if the Pokémon is confused.""","""Contrary""","""Makes stat changes have an opposite effect.""",50,50,"""Ruby / Sapphire""","""Hoenn""",60,60,60,60,60,60,360,255,"""Fast""","""Field""","""Human-Like"""
456,328,"""Trapinch""",NULL,"""Ground""",NULL,"""Hyper Cutter""","""The Pokémon's proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.""","""Arena Trap""","""Prevents opposing Pokémon from fleeing.""","""Sheer Force""","""Removes additional effects to increase the power of moves when attacking.""",50,50,"""Ruby / Sapphire""","""Hoenn""",45,100,45,45,45,10,290,255,"""Medium Slow""","""Bug""","""Dragon"""
457,329,"""Vibrava""",NULL,"""Ground""","""Dragon""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,50,50,"""Ruby / Sapphire""","""Hoenn""",50,70,50,50,50,70,340,120,"""Medium Slow""","""Bug""","""Dragon"""
458,330,"""Flygon""",NULL,"""Ground""","""Dragon""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,50,50,"""Ruby / Sapphire""","""Hoenn""",80,100,80,80,80,100,520,45,"""Medium Slow""","""Bug""","""Dragon"""
459,331,"""Cacnea""",NULL,"""Grass""",NULL,"""Sand Veil""","""Boosts the Pokémon's evasiveness in a sandstorm.""",NULL,NULL,"""Water Absorb""","""Restores HP if hit by a Water-type move instead of taking damage.""",50,50,"""Ruby / Sapphire""","""Hoenn""",50,85,40,85,40,35,335,190,"""Medium Slow""","""Grass""","""Human-Like"""
460,332,"""Cacturne""",NULL,"""Grass""","""Dark""","""Sand Veil""","""Boosts the Pokémon's evasiveness in a sandstorm.""",NULL,NULL,"""Water Absorb""","""Restores HP if hit by a Water-type move instead of taking damage.""",50,50,"""Ruby / Sapphire""","""Hoenn""",70,115,60,115,60,55,475,60,"""Medium Slow""","""Grass""","""Human-Like"""
461,333,"""Swablu""",NULL,"""Normal""","""Flying""","""Natural Cure""","""All status conditions heal when the Pokémon switches out.""",NULL,NULL,"""Cloud Nine""","""Eliminates the effects of weather.""",50,50,"""Ruby / Sapphire""","""Hoenn""",45,40,60,40,75,50,310,255,"""Erratic""","""Flying""","""Dragon"""
462,334,"""Altaria""",NULL,"""Dragon""","""Flying""","""Natural Cure""","""All status conditions heal when the Pokémon switches out.""",NULL,NULL,"""Cloud Nine""","""Eliminates the effects of weather.""",50,50,"""Ruby / Sapphire""","""Hoenn""",75,70,90,70,105,80,490,45,"""Erratic""","""Flying""","""Dragon"""
463,335,"""Zangoose""",NULL,"""Normal""",NULL,"""Immunity""","""The immune system of the Pokémon prevents it from getting poisoned.""",NULL,NULL,"""Toxic Boost""","""Powers up physical attacks when the Pokémon is poisoned.""",50,50,"""Ruby / Sapphire""","""Hoenn""",73,115,60,60,60,90,458,90,"""Erratic""","""Field""",NULL
464,336,"""Seviper""",NULL,"""Poison""",NULL,"""Shed Skin""","""The Pokémon may heal its own status conditions by shedding its skin.""",NULL,NULL,"""Infiltrator""","""Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.""",50,50,"""Ruby / Sapphire""","""Hoenn""",73,100,60,100,60,65,458,90,"""Fluctuating""","""Field""","""Dragon"""
465,337,"""Lunatone""",NULL,"""Rock""","""Psychic""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,0,0,"""Ruby / Sapphire""","""Hoenn""",90,55,65,95,85,70,460,45,"""Fast""","""Mineral""",NULL
466,338,"""Solrock""",NULL,"""Rock""","""Psychic""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,0,0,"""Ruby / Sapphire""","""Hoenn""",90,95,85,55,65,70,460,45,"""Fast""","""Mineral""",NULL
467,339,"""Barboach""",NULL,"""Water""","""Ground""","""Oblivious""","""The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.""","""Anticipation""","""The Pokémon can sense an opposing Pokémon's dangerous moves.""","""Hydration""","""Heals status conditions if it's raining.""",50,50,"""Ruby / Sapphire""","""Hoenn""",50,48,43,46,41,60,288,190,"""Medium Fast""","""Water 2""",NULL
468,340,"""Whiscash""",NULL,"""Water""","""Ground""","""Oblivious""","""The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.""","""Anticipation""","""The Pokémon can sense an opposing Pokémon's dangerous moves.""","""Hydration""","""Heals status conditions if it's raining.""",50,50,"""Ruby / Sapphire""","""Hoenn""",110,78,73,76,71,60,468,75,"""Medium Fast""","""Water 2""",NULL
469,341,"""Corphish""",NULL,"""Water""",NULL,"""Hyper Cutter""","""The Pokémon's proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.""","""Shell Armor""","""A hard shell protects the Pokémon from critical hits.""","""Adaptability""","""Powers up moves of the same type as the Pokémon.""",50,50,"""Ruby / Sapphire""","""Hoenn""",43,80,65,50,35,35,308,205,"""Fluctuating""","""Water 1""","""Water 3"""
470,342,"""Crawdaunt""",NULL,"""Water""","""Dark""","""Hyper Cutter""","""The Pokémon's proud of its powerful pincers. They prevent other Pokémon from lowering its Attack stat.""","""Shell Armor""","""A hard shell protects the Pokémon from critical hits.""","""Adaptability""","""Powers up moves of the same type as the Pokémon.""",50,50,"""Ruby / Sapphire""","""Hoenn""",63,120,85,90,55,55,468,155,"""Fluctuating""","""Water 1""","""Water 3"""
471,343,"""Baltoy""",NULL,"""Ground""","""Psychic""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,0,0,"""Ruby / Sapphire""","""Hoenn""",40,40,55,40,70,55,300,255,"""Medium Fast""","""Mineral""",NULL
472,344,"""Claydol""",NULL,"""Ground""","""Psychic""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,0,0,"""Ruby / Sapphire""","""Hoenn""",60,70,105,70,120,75,500,90,"""Medium Fast""","""Mineral""",NULL
473,345,"""Lileep""",NULL,"""Rock""","""Grass""","""Suction Cups""","""This Pokémon uses suction cups to stay in one spot to negate all moves and items that force switching out.""",NULL,NULL,"""Storm Drain""","""Draws in all Water-type moves. Instead of being hit by Water-type moves, it boosts its Sp. Atk.""",87.5,12.5,"""Ruby / Sapphire""","""Hoenn""",66,41,77,61,87,23,355,45,"""Erratic""","""Water 3""",NULL
474,346,"""Cradily""",NULL,"""Rock""","""Grass""","""Suction Cups""","""This Pokémon uses suction cups to stay in one spot to negate all moves and items that force switching out.""",NULL,NULL,"""Storm Drain""","""Draws in all Water-type moves. Instead of being hit by Water-type moves, it boosts its Sp. Atk.""",87.5,12.5,"""Ruby / Sapphire""","""Hoenn""",86,81,97,81,107,43,495,45,"""Erratic""","""Water 3""",NULL
475,347,"""Anorith""",NULL,"""Rock""","""Bug""","""Battle Armor""","""Hard armor protects the Pokémon from critical hits.""",NULL,NULL,"""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""",87.5,12.5,"""Ruby / Sapphire""","""Hoenn""",45,95,50,40,50,75,355,45,"""Erratic""","""Water 3""",NULL
476,348,"""Armaldo""",NULL,"""Rock""","""Bug""","""Battle Armor""","""Hard armor protects the Pokémon from critical hits.""",NULL,NULL,"""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""",87.5,12.5,"""Ruby / Sapphire""","""Hoenn""",75,125,100,70,80,45,495,45,"""Erratic""","""Water 3""",NULL
477,349,"""Feebas""",NULL,"""Water""",NULL,"""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""","""Oblivious""","""The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.""","""Adaptability""","""Powers up moves of the same type as the Pokémon.""",50,50,"""Ruby / Sapphire""","""Hoenn""",20,15,20,10,55,80,200,255,"""Erratic""","""Water 1""","""Dragon"""
478,350,"""Milotic""",NULL,"""Water""",NULL,"""Marvel Scale""","""The Pokémon's marvelous scales boost the Defense stat if it has a status condition.""","""Competitive""","""Boosts the Sp. Atk stat sharply when a stat is lowered.""","""Cute Charm""","""Contact with the Pokémon may cause infatuation.""",50,50,"""Ruby / Sapphire""","""Hoenn""",95,60,79,100,125,81,540,60,"""Erratic""","""Water 1""","""Dragon"""
479,351,"""Castform""",NULL,"""Normal""",NULL,"""Forecast""","""The Pokémon transforms with the weather to change its type to Water, Fire, or Ice.""",NULL,NULL,NULL,NULL,50,50,"""Ruby / Sapphire""","""Hoenn""",70,70,70,70,70,70,420,45,"""Medium Fast""","""Fairy""","""Amorphous"""
480,352,"""Kecleon""",NULL,"""Normal""",NULL,"""Color Change""","""The Pokémon's type becomes the type of the move used on it.""",NULL,NULL,"""Protean""","""Changes the Pokémon's type to the type of the move it's about to use.""",50,50,"""Ruby / Sapphire""","""Hoenn""",60,90,70,60,120,40,440,200,"""Medium Slow""","""Field""",NULL
481,353,"""Shuppet""",NULL,"""Ghost""",NULL,"""Insomnia""","""The Pokémon is suffering from insomnia and cannot fall asleep.""","""Frisk""","""When it enters a battle, the Pokémon can check an opposing Pokémon's held item.""","""Cursed Body""","""May disable a move used on the Pokémon.""",50,50,"""Ruby / Sapphire""","""Hoenn""",44,75,35,63,33,45,295,225,"""Fast""","""Amorphous""",NULL
482,354,"""Banette""",NULL,"""Ghost""",NULL,"""Insomnia""","""The Pokémon is suffering from insomnia and cannot fall asleep.""","""Frisk""","""When it enters a battle, the Pokémon can check an opposing Pokémon's held item.""","""Cursed Body""","""May disable a move used on the Pokémon.""",50,50,"""Ruby / Sapphire""","""Hoenn""",64,115,65,83,63,65,455,45,"""Fast""","""Amorphous""",NULL
483,355,"""Duskull""",NULL,"""Ghost""",NULL,"""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,"""Frisk""","""When it enters a battle, the Pokémon can check an opposing Pokémon's held item.""",50,50,"""Ruby / Sapphire""","""Hoenn""",20,40,90,30,90,25,295,190,"""Fast""","""Amorphous""",NULL
484,356,"""Dusclops""",NULL,"""Ghost""",NULL,"""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""",NULL,NULL,"""Frisk""","""When it enters a battle, the Pokémon can check an opposing Pokémon's held item.""",50,50,"""Ruby / Sapphire""","""Hoenn""",40,70,130,60,130,25,455,90,"""Fast""","""Amorphous""",NULL
485,357,"""Tropius""",NULL,"""Grass""","""Flying""","""Chlorophyll""","""Boosts the Pokémon's Speed stat in harsh sunlight. ""","""Solar Power""","""Boosts the Sp. Atk stat in harsh sunlight, but HP decreases every turn.""","""Harvest""","""May create another Berry after one is used.""",50,50,"""Ruby / Sapphire""","""Hoenn""",99,68,83,72,87,51,460,200,"""Slow""","""Monster""","""Grass"""
486,358,"""Chimecho""",NULL,"""Psychic""",NULL,"""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,50,50,"""Ruby / Sapphire""","""Hoenn""",75,50,80,95,90,65,455,45,"""Fast""","""Amorphous""",NULL
487,359,"""Absol""",NULL,"""Dark""",NULL,"""Pressure""","""By putting pressure on the opposing Pokémon, it raises their PP usage.""","""Super Luck""","""The Pokémon is so lucky that the critical-hit ratios of its moves are boosted.""","""Justified""","""Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.""",50,50,"""Ruby / Sapphire""","""Hoenn""",65,130,60,75,60,75,465,30,"""Medium Slow""","""Field""",NULL
488,360,"""Wynaut""",NULL,"""Psychic""",NULL,"""Shadow Tag""","""This Pokémon steps on the opposing Pokémon's shadow to prevent it from escaping.""",NULL,NULL,"""Telepathy""","""Anticipates an ally's attack and dodges it.""",50,50,"""Ruby / Sapphire""","""Hoenn""",95,23,48,23,48,23,260,125,"""Medium Fast""","""Undiscovered""",NULL
489,361,"""Snorunt""",NULL,"""Ice""",NULL,"""Inner Focus""","""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""","""Ice Body""","""The Pokémon gradually regains HP in a hailstorm.""","""Moody""","""Raises one stat sharply and lowers another every turn.""",50,50,"""Ruby / Sapphire""","""Hoenn""",50,50,50,50,50,50,300,190,"""Medium Fast""","""Fairy""","""Mineral"""
490,362,"""Glalie""",NULL,"""Ice""",NULL,"""Inner Focus""","""The Pokémon's intensely focused, and that protects the Pokémon from flinching.""","""Ice Body""","""The Pokémon gradually regains HP in a hailstorm.""","""Moody""","""Raises one stat sharply and lowers another every turn.""",50,50,"""Ruby / Sapphire""","""Hoenn""",80,80,80,80,80,80,480,75,"""Medium Fast""","""Fairy""","""Mineral"""
491,363,"""Spheal""",NULL,"""Ice""","""Water""","""Thick Fat""","""The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ""","""Ice Body""","""The Pokémon gradually regains HP in a hailstorm.""","""Oblivious""","""The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.""",50,50,"""Ruby / Sapphire""","""Hoenn""",70,40,50,55,50,25,290,255,"""Medium Slow""","""Water 1""","""Field"""
492,364,"""Sealeo""",NULL,"""Ice""","""Water""","""Thick Fat""","""The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ""","""Ice Body""","""The Pokémon gradually regains HP in a hailstorm.""","""Oblivious""","""The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.""",50,50,"""Ruby / Sapphire""","""Hoenn""",90,60,70,75,70,45,410,120,"""Medium Slow""","""Water 1""","""Field"""
493,365,"""Walrein""",NULL,"""Ice""","""Water""","""Thick Fat""","""The Pokémon is protected by a layer of thick fat, which halves the damage taken from Fire- and Ice-type moves. ""","""Ice Body""","""The Pokémon gradually regains HP in a hailstorm.""","""Oblivious""","""The Pokémon is oblivious, and that keeps it from being infatuated or falling for taunts.""",50,50,"""Ruby / Sapphire""","""Hoenn""",110,80,90,95,90,65,530,45,"""Medium Slow""","""Water 1""","""Field"""
494,366,"""Clamperl""",NULL,"""Water""",NULL,"""Shell Armor""","""A hard shell protects the Pokémon from critical hits.""",NULL,NULL,"""Rattled""","""Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.""",50,50,"""Ruby / Sapphire""","""Hoenn""",35,64,85,74,55,32,345,255,"""Erratic""","""Water 1""",NULL
495,367,"""Huntail""",NULL,"""Water""",NULL,"""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""",NULL,NULL,"""Water Veil""","""The Pokémon is covered with a water veil, which prevents the Pokémon from getting a burn.""",50,50,"""Ruby / Sapphire""","""Hoenn""",55,104,105,94,75,52,485,60,"""Erratic""","""Water 1""",NULL
496,368,"""Gorebyss""",NULL,"""Water""",NULL,"""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""",NULL,NULL,"""Hydration""","""Heals status conditions if it's raining.""",50,50,"""Ruby / Sapphire""","""Hoenn""",55,84,105,114,75,52,485,60,"""Erratic""","""Water 1""",NULL
497,369,"""Relicanth""",NULL,"""Water""","""Rock""","""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""","""Rock Head""","""Protects the Pokémon from recoil damage.""","""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""",87.5,12.5,"""Ruby / Sapphire""","""Hoenn""",100,90,130,45,65,55,485,25,"""Slow""","""Water 1""","""Water 2"""
498,370,"""Luvdisc""",NULL,"""Water""",NULL,"""Swift Swim""","""Boosts the Pokémon's Speed stat in rain.""",NULL,NULL,"""Hydration""","""Heals status conditions if it's raining.""",25,75,"""Ruby / Sapphire""","""Hoenn""",43,30,55,40,65,97,330,225,"""Fast""","""Water 2""",NULL
499,371,"""Bagon""",NULL,"""Dragon""",NULL,"""Rock Head""","""Protects the Pokémon from recoil damage.""",NULL,NULL,"""Sheer Force""","""Removes additional effects to increase the power of moves when attacking.""",50,50,"""Ruby / Sapphire""","""Hoenn""",45,75,60,40,30,50,300,45,"""Slow""","""Dragon""",NULL
500,372,"""Shelgon""",NULL,"""Dragon""",NULL,"""Rock Head""","""Protects the Pokémon from recoil damage.""",NULL,NULL,"""Overcoat""","""Protects the Pokémon from things like sand, hail, and powder.""",50,50,"""Ruby / Sapphire""","""Hoenn""",65,95,100,60,50,50,420,45,"""Slow""","""Dragon""",NULL
501,373,"""Salamence""",NULL,"""Dragon""","""Flying""","""Intimidate""","""The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.""",NULL,NULL,"""Moxie""","""The Pokémon shows moxie, and that boosts the Attack stat after knocking out any Pokémon.""",50,50,"""Ruby / Sapphire""","""Hoenn""",95,135,80,110,80,100,600,45,"""Slow""","""Dragon""",NULL
502,374,"""Beldum""",NULL,"""Steel""","""Psychic""","""Clear Body""","""Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.""",NULL,NULL,"""Light Metal""","""Halves the Pokémon's weight.""",100,0,"""Ruby / Sapphire""","""Hoenn""",40,55,80,35,60,30,300,3,"""Slow""","""Mineral""",NULL
503,375,"""Metang""",NULL,"""Steel""","""Psychic""","""Clear Body""","""Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.""",NULL,NULL,"""Light Metal""","""Halves the Pokémon's weight.""",100,0,"""Ruby / Sapphire""","""Hoenn""",60,75,100,55,80,50,420,3,"""Slow""","""Mineral""",NULL
504,376,"""Metagross""",NULL,"""Steel""","""Psychic""","""Clear Body""","""Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.""",NULL,NULL,"""Light Metal""","""Halves the Pokémon's weight.""",100,0,"""Ruby / Sapphire""","""Hoenn""",80,135,130,95,90,70,600,3,"""Slow""","""Mineral""",NULL
505,377,"""Regirock""","""Sub-Legendary""","""Rock""",NULL,"""Clear Body""","""Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.""",NULL,NULL,"""Sturdy""","""It cannot be knocked out with one hit. One-hit KO moves cannot knock it out, either.""",0,0,"""Ruby / Sapphire""","""Hoenn""",80,100,200,50,100,50,580,3,"""Slow""","""Undiscovered""",NULL
506,378,"""Regice""","""Sub-Legendary""","""Ice""",NULL,"""Clear Body""","""Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.""",NULL,NULL,"""Ice Body""","""The Pokémon gradually regains HP in a hailstorm.""",0,0,"""Ruby / Sapphire""","""Hoenn""",80,50,100,100,200,50,580,3,"""Slow""","""Undiscovered""",NULL
507,379,"""Registeel""","""Sub-Legendary""","""Steel""",NULL,"""Clear Body""","""Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.""",NULL,NULL,"""Light Metal""","""Halves the Pokémon's weight.""",0,0,"""Ruby / Sapphire""","""Hoenn""",80,75,150,75,150,50,580,3,"""Slow""","""Undiscovered""",NULL
508,380,"""Latias""","""Sub-Legendary""","""Dragon""","""Psychic""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,0,100,"""Ruby / Sapphire""","""Hoenn""",80,80,90,110,130,110,600,3,"""Slow""","""Undiscovered""",NULL
509,381,"""Latios""","""Sub-Legendary""","""Dragon""","""Psychic""","""Levitate""","""By floating in the air, the Pokémon receives full immunity to all Ground-type moves.""",NULL,NULL,NULL,NULL,100,0,"""Ruby / Sapphire""","""Hoenn""",80,90,80,130,110,110,600,3,"""Slow""","""Undiscovered""",NULL
